"filename", "language", "CMake", "CMake Cache", "GLSL", "XML", "Markdown", "XSL", "YAML", "C++", "Python", "JSON", "CUDA C++", "Shell Script", "Batch", "JavaScript", "CSS", "C", "HTML", "HLSL", "Diff", "Makefile", "SQL", "pip requirements", "Properties", "Docker", "Objective-C++", "Groovy", "comment", "blank", "total"
"c:\Project\CraneEngine\third_party\json\third_party\amalgamate\CHANGES.md", "Markdown", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Project\CraneEngine\third_party\json\third_party\amalgamate\LICENSE.md", "Markdown", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 28
"c:\Project\CraneEngine\third_party\json\third_party\amalgamate\README.md", "Markdown", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 67
"c:\Project\CraneEngine\third_party\json\third_party\amalgamate\amalgamate.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 54, 300
"c:\Project\CraneEngine\third_party\json\third_party\amalgamate\config.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Project\CraneEngine\third_party\json\third_party\cpplint\cpplint.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 3181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2693, 710, 6584
"c:\Project\CraneEngine\third_party\json\third_party\cpplint\update.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 6
"c:\Project\CraneEngine\third_party\json\third_party\gdb_pretty_printer\README.md", "Markdown", 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 78
"c:\Project\CraneEngine\third_party\json\third_party\gdb_pretty_printer\nlohmann-json.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 29
"c:\Project\CraneEngine\third_party\json\third_party\macro_builder\main.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 44
"c:\Project\CraneEngine\third_party\json\wsjcpp.yml", "YAML", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"c:\Project\CraneEngine\third_party\lz4\.circleci\config.yml", "YAML", 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 1, 76
"c:\Project\CraneEngine\third_party\lz4\.circleci\images\primary\Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 2, 13
"c:\Project\CraneEngine\third_party\lz4\.cirrus.yml", "YAML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Project\CraneEngine\third_party\lz4\.github\ISSUE_TEMPLATE\bug_report.md", "Markdown", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 33
"c:\Project\CraneEngine\third_party\lz4\.github\ISSUE_TEMPLATE\feature_request.md", "Markdown", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 21
"c:\Project\CraneEngine\third_party\lz4\.github\workflows\README.md", "Markdown", 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 74
"c:\Project\CraneEngine\third_party\lz4\.github\workflows\ci.yml", "YAML", 0, 0, 0, 0, 0, 0, 441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 138, 689
"c:\Project\CraneEngine\third_party\lz4\.travis.yml", "YAML", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 203, 10, 243
"c:\Project\CraneEngine\third_party\lz4\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 0, 0, 0, 0, 0, 0, 38, 43, 235
"c:\Project\CraneEngine\third_party\lz4\README.md", "Markdown", 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 121
"c:\Project\CraneEngine\third_party\lz4\appveyor.yml", "YAML", 0, 0, 0, 0, 0, 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 148
"c:\Project\CraneEngine\third_party\lz4\build\README.md", "Markdown", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 56
"c:\Project\CraneEngine\third_party\lz4\build\VS2010\datagen\datagen.vcxproj", "XML", 0, 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 170
"c:\Project\CraneEngine\third_party\lz4\build\VS2010\frametest\frametest.vcxproj", "XML", 0, 0, 0, 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 177
"c:\Project\CraneEngine\third_party\lz4\build\VS2010\fullbench-dll\fullbench-dll.vcxproj", "XML", 0, 0, 0, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 180
"c:\Project\CraneEngine\third_party\lz4\build\VS2010\fullbench\fullbench.vcxproj", "XML", 0, 0, 0, 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 177
"c:\Project\CraneEngine\third_party\lz4\build\VS2010\fuzzer\fuzzer.vcxproj", "XML", 0, 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 174
"c:\Project\CraneEngine\third_party\lz4\build\VS2010\liblz4-dll\liblz4-dll.vcxproj", "XML", 0, 0, 0, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 179
"c:\Project\CraneEngine\third_party\lz4\build\VS2010\liblz4\liblz4.vcxproj", "XML", 0, 0, 0, 175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 176
"c:\Project\CraneEngine\third_party\lz4\build\VS2010\lz4\lz4.vcxproj", "XML", 0, 0, 0, 189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 189
"c:\Project\CraneEngine\third_party\lz4\build\VS2017\datagen\datagen.vcxproj", "XML", 0, 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 173
"c:\Project\CraneEngine\third_party\lz4\build\VS2017\frametest\frametest.vcxproj", "XML", 0, 0, 0, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 180
"c:\Project\CraneEngine\third_party\lz4\build\VS2017\fullbench-dll\fullbench-dll.vcxproj", "XML", 0, 0, 0, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 184
"c:\Project\CraneEngine\third_party\lz4\build\VS2017\fullbench\fullbench.vcxproj", "XML", 0, 0, 0, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 180
"c:\Project\CraneEngine\third_party\lz4\build\VS2017\fuzzer\fuzzer.vcxproj", "XML", 0, 0, 0, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 177
"c:\Project\CraneEngine\third_party\lz4\build\VS2017\liblz4-dll\liblz4-dll.vcxproj", "XML", 0, 0, 0, 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 183
"c:\Project\CraneEngine\third_party\lz4\build\VS2017\liblz4\liblz4.vcxproj", "XML", 0, 0, 0, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 179
"c:\Project\CraneEngine\third_party\lz4\build\VS2017\lz4\lz4.vcxproj", "XML", 0, 0, 0, 175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 176
"c:\Project\CraneEngine\third_party\lz4\contrib\djgpp\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 13, 21, 131
"c:\Project\CraneEngine\third_party\lz4\contrib\gen_manual\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 31, 12, 77
"c:\Project\CraneEngine\third_party\lz4\contrib\gen_manual\README.md", "Markdown", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 32
"c:\Project\CraneEngine\third_party\lz4\contrib\gen_manual\gen-lz4-manual.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 11
"c:\Project\CraneEngine\third_party\lz4\contrib\gen_manual\gen_manual.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 35, 249
"c:\Project\CraneEngine\third_party\lz4\contrib\meson\README.md", "Markdown", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 35
"c:\Project\CraneEngine\third_party\lz4\contrib\meson\meson\GetLz4LibraryVersion.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 8, 40
"c:\Project\CraneEngine\third_party\lz4\contrib\meson\meson\InstallSymlink.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 11, 56
"c:\Project\CraneEngine\third_party\lz4\contrib\snap\README.md", "Markdown", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 30
"c:\Project\CraneEngine\third_party\lz4\contrib\snap\snapcraft.yaml", "YAML", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 32
"c:\Project\CraneEngine\third_party\lz4\doc\lz4_Block_format.md", "Markdown", 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 157
"c:\Project\CraneEngine\third_party\lz4\doc\lz4_Frame_format.md", "Markdown", 0, 0, 0, 0, 297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 434
"c:\Project\CraneEngine\third_party\lz4\doc\lz4_manual.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 491, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 598
"c:\Project\CraneEngine\third_party\lz4\doc\lz4frame_manual.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 398
"c:\Project\CraneEngine\third_party\lz4\examples\HCStreaming_ringBuffer.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 56, 233
"c:\Project\CraneEngine\third_party\lz4\examples\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 28, 19, 104
"c:\Project\CraneEngine\third_party\lz4\examples\README.md", "Markdown", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12
"c:\Project\CraneEngine\third_party\lz4\examples\blockStreaming_doubleBuffer.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 48, 203
"c:\Project\CraneEngine\third_party\lz4\examples\blockStreaming_doubleBuffer.md", "Markdown", 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 101
"c:\Project\CraneEngine\third_party\lz4\examples\blockStreaming_lineByLine.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 44, 212
"c:\Project\CraneEngine\third_party\lz4\examples\blockStreaming_lineByLine.md", "Markdown", 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 123
"c:\Project\CraneEngine\third_party\lz4\examples\blockStreaming_ringBuffer.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 49, 191
"c:\Project\CraneEngine\third_party\lz4\examples\compress_functions.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 35, 364
"c:\Project\CraneEngine\third_party\lz4\examples\dictionaryRandomAccess.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 51, 281
"c:\Project\CraneEngine\third_party\lz4\examples\dictionaryRandomAccess.md", "Markdown", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 68
"c:\Project\CraneEngine\third_party\lz4\examples\frameCompress.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 285, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 71, 402
"c:\Project\CraneEngine\third_party\lz4\examples\printVersion.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 14
"c:\Project\CraneEngine\third_party\lz4\examples\simple_buffer.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 10, 100
"c:\Project\CraneEngine\third_party\lz4\examples\streaming_api_basics.md", "Markdown", 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 88
"c:\Project\CraneEngine\third_party\lz4\lib\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 0, 46, 30, 226
"c:\Project\CraneEngine\third_party\lz4\lib\README.md", "Markdown", 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 138
"c:\Project\CraneEngine\third_party\lz4\lib\dll\example\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 25, 13, 64
"c:\Project\CraneEngine\third_party\lz4\lib\dll\example\README.md", "Markdown", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 70
"c:\Project\CraneEngine\third_party\lz4\lib\dll\example\fullbench-dll.vcxproj", "XML", 0, 0, 0, 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 182
"c:\Project\CraneEngine\third_party\lz4\lib\lz4.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 456, 303, 2520
"c:\Project\CraneEngine\third_party\lz4\lib\lz4.h", "C++", 0, 0, 0, 0, 0, 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 528, 83, 775
"c:\Project\CraneEngine\third_party\lz4\lib\lz4frame.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1363, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 330, 228, 1921
"c:\Project\CraneEngine\third_party\lz4\lib\lz4frame.h", "C++", 0, 0, 0, 0, 0, 0, 0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 328, 84, 624
"c:\Project\CraneEngine\third_party\lz4\lib\lz4frame_static.h", "C++", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 5, 48
"c:\Project\CraneEngine\third_party\lz4\lib\lz4hc.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172, 173, 1622
"c:\Project\CraneEngine\third_party\lz4\lib\lz4hc.h", "C++", 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 254, 53, 414
"c:\Project\CraneEngine\third_party\lz4\lib\xxhash.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 692, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 167, 172, 1031
"c:\Project\CraneEngine\third_party\lz4\lib\xxhash.h", "C++", 0, 0, 0, 0, 0, 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 149, 44, 329
"c:\Project\CraneEngine\third_party\lz4\ossfuzz\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 29, 11, 79
"c:\Project\CraneEngine\third_party\lz4\ossfuzz\compress_frame_fuzzer.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 49
"c:\Project\CraneEngine\third_party\lz4\ossfuzz\compress_fuzzer.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 59
"c:\Project\CraneEngine\third_party\lz4\ossfuzz\compress_hc_fuzzer.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 65
"c:\Project\CraneEngine\third_party\lz4\ossfuzz\decompress_frame_fuzzer.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 76
"c:\Project\CraneEngine\third_party\lz4\ossfuzz\decompress_fuzzer.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 9, 63
"c:\Project\CraneEngine\third_party\lz4\ossfuzz\fuzz.h", "C++", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 8, 49
"c:\Project\CraneEngine\third_party\lz4\ossfuzz\fuzz_data_producer.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 78
"c:\Project\CraneEngine\third_party\lz4\ossfuzz\fuzz_data_producer.h", "C++", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 11, 37
"c:\Project\CraneEngine\third_party\lz4\ossfuzz\fuzz_helpers.h", "C++", 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 16, 95
"c:\Project\CraneEngine\third_party\lz4\ossfuzz\lz4_helpers.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 52
"c:\Project\CraneEngine\third_party\lz4\ossfuzz\lz4_helpers.h", "C++", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14
"c:\Project\CraneEngine\third_party\lz4\ossfuzz\ossfuzz.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 24
"c:\Project\CraneEngine\third_party\lz4\ossfuzz\round_trip_frame_fuzzer.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 44
"c:\Project\CraneEngine\third_party\lz4\ossfuzz\round_trip_fuzzer.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 58
"c:\Project\CraneEngine\third_party\lz4\ossfuzz\round_trip_hc_fuzzer.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 45
"c:\Project\CraneEngine\third_party\lz4\ossfuzz\round_trip_stream_fuzzer.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 34, 303
"c:\Project\CraneEngine\third_party\lz4\ossfuzz\standaloneengine.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 13, 75
"c:\Project\CraneEngine\third_party\lz4\ossfuzz\travisoss.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 27
"c:\Project\CraneEngine\third_party\lz4\programs\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 38, 34, 198
"c:\Project\CraneEngine\third_party\lz4\programs\README.md", "Markdown", 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 85
"c:\Project\CraneEngine\third_party\lz4\programs\bench.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 113, 747
"c:\Project\CraneEngine\third_party\lz4\programs\bench.h", "C++", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 5, 40
"c:\Project\CraneEngine\third_party\lz4\programs\datagen.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 27, 190
